,loss,accuracy
0,1.0367806057135265,0.4
1,1.0155283212661743,0.4
2,1.0422014395395915,0.4
3,1.0405266682306926,0.4
4,1.0268988211949666,0.4
5,1.024818907181422,0.4
6,1.030174086491267,0.4
7,0.9927435119946798,0.4666666666666667
8,0.9768078227837881,0.4666666666666667
9,0.9843330581982931,0.4
10,1.000780959924062,0.4
11,0.9961140553156534,0.5833333333333334
12,0.9760374625523885,0.4666666666666667
13,0.9707382718722025,0.4166666666666667
14,0.9490505357583364,0.4666666666666667
15,0.9517095386981964,0.5333333333333333
16,0.9258684118588766,0.4
17,0.9569545388221741,0.4666666666666667
18,0.9430848856767019,0.4666666666666667
19,0.9399451812108358,0.6
20,0.9183671474456787,0.4666666666666667
21,0.9195321897665659,0.6166666666666667
22,0.8073146839936575,0.5
23,0.8902297417322794,0.48333333333333334
24,0.8761458893616995,0.4
25,0.9428667227427164,0.6166666666666667
26,0.8099103371302286,0.4666666666666667
27,0.8311077753702799,0.43333333333333335
28,0.8866675098737081,0.6166666666666667
29,0.7873152593771616,0.4666666666666667
30,0.8574593563874563,0.6
31,0.8048063218593597,0.6
32,0.7822368443012238,0.4
33,0.8571368157863617,0.6
34,0.7921197017033895,0.6
35,0.8157513042291006,0.4666666666666667
36,0.7893486420313517,0.5666666666666667
37,0.7711152732372284,0.5333333333333333
38,0.7128657003243765,0.6166666666666667
39,0.743322491645813,0.6
40,0.7049326101938883,0.48333333333333334
41,0.7560037771860758,0.6
42,0.7473609944184622,0.6
43,0.7670971850554148,0.4666666666666667
44,0.7677922745545706,0.7333333333333333
45,0.710998018582662,0.6
46,0.6902610858281454,0.7333333333333333
47,0.7409150103727976,0.6
48,0.6735127021869024,0.7333333333333333
49,0.6988503932952881,0.7333333333333333
50,0.7171883384386698,0.75
51,0.7255209485689799,0.7333333333333333
52,0.6609634359677633,0.7333333333333333
53,0.6785504420598348,0.75
54,0.6462412476539612,0.7333333333333333
55,0.6574924886226654,0.7333333333333333
56,0.6558592915534973,0.6
57,0.7537378172079722,0.7333333333333333
58,0.664905865987142,0.4666666666666667
59,0.813950260480245,0.6
60,0.6425197869539261,0.7333333333333333
61,0.6574280361334482,0.6166666666666667
62,0.6707716584205627,0.75
63,0.6485488514105479,0.6666666666666666
64,0.5983640551567078,0.6666666666666666
65,0.6511196593443552,0.6666666666666666
66,0.6313934524854025,0.6666666666666666
67,0.6324898401896158,0.7333333333333333
68,0.6158958276112875,0.6666666666666666
69,0.5998159249623617,0.6666666666666666
70,0.6116504967212677,0.6666666666666666
71,0.6170859585205714,0.7333333333333333
72,0.5984363208214442,0.7333333333333333
73,0.636344239115715,0.6166666666666667
74,0.7136726280053457,0.7333333333333333
75,0.5650855451822281,0.7833333333333333
76,0.5982885261376699,0.7333333333333333
77,0.6112770835558573,0.7333333333333333
78,0.6054169436295828,0.8
79,0.5591690291961035,0.8
80,0.5921332587798437,0.6833333333333333
81,0.6452943136294683,0.7333333333333333
82,0.577888160943985,0.7333333333333333
83,0.5667118827501932,0.8166666666666667
84,0.5655328035354614,0.7833333333333333
85,0.604141374429067,0.6
86,0.5837155232826868,0.75
87,0.5437964101632436,0.8
88,0.5544886589050293,0.8
89,0.5087729841470718,0.8
90,0.6201091011365255,0.6333333333333333
91,0.5963158259789149,0.8
92,0.4931935767332713,0.8
93,0.49667198459307355,0.7333333333333333
94,0.5558134565750757,0.8
